"";"ano";"Estado";"Macrorregiao";"agressoes_e_confrontos";"MVII";"MCMD";"MG";"MCE";"populacao";"homicidios_Mapa_da_Violencia";"homicidios_ocultos_Mapa_da_Violencia";"MCE_total";"prop_hopmmd";"prop_hopmvii";"prop_MVII_ocultos_CMD";"homicidios_ocultos_CMD_media";"homicidios_ocultos_MVII_prop_media";"homicidios_ocultos_MVII_rand_media";"homicidios_intencionais_prop_media";"homicidios_intencionais_rand_media";"homicidios_intencionais_prop_sd";"homicidios_intencionais_rand_sd";"homicidios_intencionais_prop_li";"homicidios_intencionais_prop_ls";"homicidios_intencionais_rand_li";"homicidios_intencionais_rand_ls";"diferenca_metodos";"tx_agressoes";"tx_homicid_ajprop";"tx_homicid_ajrand";"mortes_violentas"
"418";1982;"Maranhão";"Nordeste";146;83;5068;10871;803,294666666667;4172554;NA;NA;991;0,0253273604410751;0,161716171617162;0,0144727773949001;128,372666666667;13,2756666666667;41,7053333333333;288;316;79,295833898426;80,6904304395602;179;478;202;506;-28;3,49905597387116;6,90224740051297;7,5732992311184;1119,29466666667
"419";1983;"Maranhão";"Nordeste";164;195;8013;14659;885,312;4269543;NA;NA;1147;0,0248232285241462;0,173137460650577;0,029486986610501;202,808;33,5683333333333;97,688;400;464;125,460642557068;129,074213929689;230;721;282;790;-64;3,84116051764791;9,36868418938514;10,8676736596868;1349,312
"420";1984;"Maranhão";"Nordeste";184;189;9405;16323;842,082;4368299;NA;NA;1121;0,0267379679144385;0,198285101822079;0,0274606156959098;259,500333333333;37,219;94,918;481;538;153,545220063744;156,815465948598;269;856;318;923;-57;4,21216587967078;11,0111510224003;12,3160067568635;1380,082
"421";1985;"Maranhão";"Nordeste";162;166;7753;14428;933,169666666667;4466202;NA;NA;1179;0,024415817855003;0,160749506903353;0,0250149790293589;190,019666666667;26,68;83,8303333333333;379;436;119,265310147686;121,940378814109;218;664;267;733;-57;3,62724301319107;8,48595741974949;9,76220959105746;1369,16966666667
"422";1986;"Maranhão";"Nordeste";259;116;7726;14807;935,996;4560689;NA;NA;1253;0,0367127929963287;0,228471001757469;0,0165207568483479;286,420333333333;26,4426666666667;58,004;572;603;149,575191159063;150,915486622778;359;943;386;972;-31;5,67896648949314;12,5419646022783;13,2216864600941;1538,996
"423";1987;"Maranhão";"Nordeste";288;85;6513;12950;824,334;4653721;NA;NA;1155;0,0448897173035104;0,26984126984127;0,0133581857719789;295,188666666667;23,008;42,666;606;626;137,077350629395;138,151569530028;402;917;416;937;-20;6,18859617927246;13,0218377938858;13,4516014174464;1450,334
"424";1988;"Maranhão";"Nordeste";343;65;7343;14522;990,154666666667;4745259;NA;NA;1366;0,0479108635097493;0,2642089093702;0,00919220055710306;348,997666666667;17,1033333333333;32,8453333333333;709;725;155,906800501071;156,237600298122;464;1076;480;1095;-16;7,22826720311789;14,9412287084857;15,2784073535291;1715,15466666667
"425";1989;"Maranhão";"Nordeste";411;32;6292;13126;824,928333333333;4835358;NA;NA;1252;0,0602779809802487;0,337428337428337;0,00482809070958303;376,984;10,827;16,0716666666667;799;804;148,621214392346;148,681832549684;560;1134;566;1140;-5;8,49988770221357;16,5241125889748;16,6275175488557;1628,92833333333
"426";1990;"Maranhão";"Nordeste";442;32;6719;13586;798,915666666667;4922472;NA;NA;1257;0,064502038439138;0,361337683523654;0,00480489225393128;433,007;11,5193333333333;16,0843333333333;887;891;166,988958948466;167,170524673646;624;1275;625;1274;-4;8,97922832268015;18,0194016339758;18,1006616187964;1689,91566666667
"427";1991;"Maranhão";"Nordeste";470;17;6584;13337;845,472666666667;5007534;NA;NA;1324;0,0697364524726088;0,360091743119266;0,0026650873556411;459,706333333333;6,116;8,52733333333333;936;938;167,775525559842;167,744907079686;665;1312;665;1317;-2;9,38585739008462;18,6918351428068;18,731774961488;1783,47266666667
"428";1992;"Maranhão";"Nordeste";427;22;6748;13606;851,102;5084188;NA;NA;1289;0,062399766729844;0,337539432176656;0,00335325849249162;418,544333333333;7,431;10,898;853;856;161,8086938621;161,795776517771;598;1225;600;1224;-3;8,39858793577264;16,7775070473397;16,8365135199564;1707,102
"429";1993;"Maranhão";"Nordeste";394;53;6879;13867;864,508;5160409;NA;NA;1285;0,0565173844612963;0,320356853203569;0,00772642724281013;389,128666666667;16,9446666666667;26,492;800;810;163,419882434423;163,335865548712;550;1191;558;1196;-10;7,63505373314402;15,5026471738965;15,6964302635702;1674,508
"430";1994;"Maranhão";"Nordeste";314;73;5864;12382;701,584333333333;5236837;NA;NA;1052;0,0483202945237;0,321428571428571;0,0113514342690597;287,160666666667;23,3896666666667;36,4156666666667;625;638;128,861506649015;129,498000308564;429;918;440;932;-13;5,99598574483032;11,9346850016527;12,1829264496871;1339,58433333333
"431";1995;"Maranhão";"Nordeste";385;113;5319;12537;834,252;5313223;NA;NA;1276;0,0534700096966339;0,331615120274914;0,0157916608948608;288,441333333333;37,2196666666667;56,748;711;730;120,16183684797;121,473846779349;523;989;540;1005;-19;7,24607267566221;13,3817082399892;13,7393066317751;1564,252
"432";1996;"Maranhão";"Nordeste";363;71;4554;12031;985,304;5389740;NA;NA;1384;0,0486761166087189;0,277016742770167;0,00962824284568066;224,469666666667;19,5783333333333;35,696;607;623;97,1971508055058;97,8087440093699;456;836;473;855;-16;6,73501875786216;11,2621388044692;11,5589991353943;1608,304
"433";1997;"Maranhão";"Nordeste";333;217;5107;13462;1089,58166666667;5466521;NA;NA;1531;0,0399712781235041;0,253992395437262;0,0260890378171374;206,762333333333;54,993;108,418333333333;595;648;99,4090079176628;103,832906394709;440;816;479;879;-53;6,09162573417353;10,8844363718716;11,853974401635;1737,58166666667
"434";1998;"Maranhão";"Nordeste";278;535;5757;15228;1162,44;5543790;NA;NA;1709;0,0294552364864865;0,237446808510638;0,0565878378378378;180,181;126,415666666667;268,56;585;727;100,961284902871;128,187406776506;434;818;504;1007;-142;5,01461996215585;10,5523477620906;13,1137723470766;1889,44
"435";1999;"Maranhão";"Nordeste";262;253;5460;14403;952,618;5621971;NA;NA;1341;0,0294051878354204;0,241505968778696;0,0283989266547406;164,467666666667;60,773;126,382;487;553;92,3235576256304;101,689553650622;354;710;393;790;-66;4,66028729070285;8,66244240676446;9,83640790747587;1505,618
"436";2000;"Maranhão";"Nordeste";352;280;5405;16041;1118,07933333333;5907492;NA;NA;1611;0,0331860486979412;0,265015015015015;0,0264172229011939;184,308666666667;74,073;140,920666666667;610;677;101,169691275104;107,972808839564;466;857;508;935;-67;5,95853536492305;10,3258709448951;11,4600239831048;1795,07933333333
"437";2001;"Maranhão";"Nordeste";563;171;7186;19792;1183,784;5985865;NA;NA;1832;0,0447370508447688;0,339350180505415;0,0136432140874118;321,196666666667;57,8903333333333;85,216;942;969;151,825658046152;154,309568251098;716;1305;735;1335;-27;9,40549110278966;15,7370739233177;16,188136551693;2152,784
"438";2002;"Maranhão";"Nordeste";606;161;8019;21490;1344,18533333333;6060566;NA;NA;2030;0,0450564133016627;0,324598930481283;0,0120249406175772;366,141;52,1126666666667;79,8146666666667;1024;1052;169,812699085824;172,053679193627;768;1420;787;1446;-28;9,99906609382688;16,8961116832982;17,3581147371384;2396,18533333333
"439";2003;"Maranhão";"Nordeste";795;99;7842;22524;1384,73633333333;6133227;NA;NA;2229;0,0542123544234829;0,373533552322853;0,00681059728938228;423,441333333333;37,218;49,2636666666667;1256;1268;180,965427936549;181,417215400527;982;1661;990;1679;-12;12,9621812465118;20,4786159064388;20,6742714724239;2652,73633333333
"440";2004;"Maranhão";"Nordeste";732;75;7672;22823;1485,489;6205349;NA;NA;2255;0,0483764519535375;0,336084364970197;0,00501583949313622;375,381666666667;25,2513333333333;37,511;1133;1145;166,395956027766;166,702660662369;874;1515;881;1523;-12;11,7962744722336;18,2584412254653;18,4518227741905;2630,489
"441";2005;"Maranhão";"Nordeste";935;71;3443;23931;1758,47333333333;6277575;NA;NA;2729;0,0456830494411636;0,352012034599474;0,00351408072624335;157,782;24,8813333333333;35,5266666666667;1118;1128;72,4902264667449;72,9421339820741;1006;1282;1016;1293;-10;14,8942864083663;17,8094248177043;17,9687219985424;2886,47333333333
"442";2006;"Maranhão";"Nordeste";969;101;1649;22643;1718,415;6355062;NA;NA;2738;0,0462014765420338;0,367702805155421;0,0048582995951417;76,0903333333333;37,0486666666667;50,585;1082;1096;35,6431268245358;38,4039522194124;1027;1165;1032;1180;-14;15,2476875914035;17,0257977026817;17,2460945306277;2814,415
"443";2007;"Maranhão";"Nordeste";1127;110;1181;23821;1961,14833333333;6428834;NA;NA;3143;0,0498211209752219;0,371786420566908;0,00490261030873195;58,0766666666667;40,8446666666667;54,8516666666667;1226;1240;27,2716530346433;31,6262539229876;1183;1288;1184;1309;-14;17,5303950918627;19,0703321939873;19,288101077116;3201,14833333333
"444";2008;"Maranhão";"Nordeste";1277;107;1115;25407;2171,60966666667;6498707;NA;NA;3502;0,0526077470876384;0,376325088339223;0,00444572510599761;58,8586666666667;40,2963333333333;53,3903333333333;1376;1389;27,2757455828256;31,159813494184;1331;1437;1335;1458;-13;19,6500626970873;21,1734426555929;21,3734824481239;3560,60966666667
"445";2009;"Maranhão";"Nordeste";1398;121;836;25734;2126,49933333333;6565252;NA;NA;3585;0,0561869954616651;0,403751803751804;0,00489979517249689;48,083;48,765;60,5006666666667;1495;1507;22,2200991657473;28,0111384008884;1459;1543;1455;1564;-12;21,293927483667;22,7714031388285;22,9541836322505;3633,49933333333
"446";2010;"Maranhão";"Nordeste";1519;104;888;26091;2315,66033333333;6621117;NA;NA;3887;0,060307887636883;0,40169133192389;0,00416600539596889;53,9046666666667;41,9013333333333;52,3396666666667;1615;1625;23,6825671186306;27,447630596538;1575;1666;1577;1682;-10;22,9417483485037;24,3916547615757;24,5426866796041;3940,66033333333
"447";2011;"Maranhão";"Nordeste";1591;136;940;28970;2476,33166666667;6667356;NA;NA;4135;0,0567942634939888;0,398;0,0048874460418822;52,762;54,2443333333333;67,6683333333333;1698;1711;24,0884006021587;30,4534116859944;1658;1752;1656;1776;-13;23,8625326141277;25,4673666742859;25,6623465133705;4187,33166666667
"448";2012;"Maranhão";"Nordeste";1777;149;936;28838;2811,79033333333;6711398;1826;49;4663;0,0637207468730961;0,393798449612403;0,00537576604666165;60,119;58,725;74,2096666666667;1896;1911;26,1423947946983;33,4571433085424;1851;1954;1850;1982;-15;26,4773449585317;28,2504479692607;28,4739483487643;4722,79033333333
"449";2013;"Maranhão";"Nordeste";2163;126;1058;30919;2800,006;6752584;2189;26;5026;0,0724666800616168;0,441542542338298;0,00425289665795995;77,3893333333333;55,54;62,994;2296;2303;29,8336670355012;34,7542660483344;2246;2361;2242;2376;-7;32,0321820506046;34,0017984226483;34,1054624422295;5103,006
"450";2014;"Maranhão";"Nordeste";2462;133;960;32101;3050,88766666667;6792706;2501;39;5580;0,0790893327339285;0,452092511013216;0,00430287072121251;76,879;60,5596666666667;67,1123333333333;2599;2606;29,0590843228548;34,8801299602544;2552;2666;2544;2679;-7;36,244760188355;38,2616294595998;38,3646811741889;5656,88766666667
"451";2015;"Maranhão";"Nordeste";2438;141;916;33666;2874,127;6831416;2476;38;5382;0,0744710085188239;0,465280427317818;0,00433574547342066;67,8743333333333;65,543;69,873;2571;2576;26,7533003431098;33,6048496727689;2527;2630;2514;2645;-5;35,6880623285129;37,6349500601339;37,70814132824;5450,127
"452";2016;"Maranhão";"Nordeste";2408;141;1040;34362;2974,326;6863878;2456;48;5452;0,0722924106473007;0,453501506024096;0,00426132100951295;75,1786666666667;64,087;69,674;2547;2553;29,5651109668877;35,2332431097238;2498;2611;2490;2628;-6;35,0822086289995;37,1073028978662;37,1947170389683;5527,326
"453";2017;"Maranhão";"Nordeste";2180;84;1027;35275;2853,577;6890375;2201;21;5076;0,0636806914070484;0,436811536150611;0,00248182428684049;65,2856666666667;36,5473333333333;42,423;2282;2288;26,8578522175902;29,5651003145222;2239;2340;2236;2353;-6;31,6383360847559;33,1186619015656;33,2057398907897;5141,577
"454";2018;"Maranhão";"Nordeste";1982;73;909;34525;2792,57533333333;6917016;2015;33;4811;0,0589880120177291;0,41844270943237;0,00220126721599191;53,123;30,5536666666667;36,4246666666667;2066;2072;23,0158792819638;25,5815793157691;2029;2119;2028;2128;-6;28,653974488421;29,8683709854076;29,9551135923352;4864,57533333333
"455";2019;"Maranhão";"Nordeste";1704;80;1053;35128;2770,04833333333;6946725;1740;36;4514;0,0500352154008686;0,384441939120631;0,00237703955863364;53,244;30,8676666666667;39,9516666666667;1788;1797;24,8972519555981;27,7235203226776;1750;1846;1751;1860;-9;24,529544497587;25,7387473953554;25,8683048486877;4567,04833333333
"456";2020;"Maranhão";"Nordeste";2103;90;1446;43271;2842,58733333333;6970988;2128;25;4991;0,0503036388849041;0,42921256629947;0,00217568019891933;72,795;38,6263333333333;45,4126666666667;2214;2221;33,6692394347857;35,9742119097797;2162;2290;2163;2303;-7;30,1678901183017;31,7602038620637;31,8606200441028;5063,58733333333
"457";2021;"Maranhão";"Nordeste";1999;123;1306;44654;2995,60633333333;6988154;2026;27;5056;0,0461371657939053;0,405350628293474;0,00286050427922213;60,377;49,659;61,3936666666667;2109;2121;28,7398219048247;33,073252328159;2062;2171;2064;2193;-12;28,6055516235046;30,1796440089901;30,3513631783158;5116,60633333333
"458";2022;"Maranhão";"Nordeste";1942;122;1499;39936;2851,25066666667;6998087;1974;32;4854;0,0505489359488007;0,410521867737165;0,00319995837452521;75,8216666666667;49,9783333333333;60,7493333333333;2068;2079;34,1003853168786;39,078015850018;2013;2145;2011;2165;-11;27,7504409419317;29,5509329906873;29,7081188044676;4930,25066666667
"459";2023;"Maranhão";"Nordeste";2008;115;1419;38747;3089,52233333333;7003234;NA;NA;5155;0,0538187468188272;0,398532037294188;0,00310750354951914;77,1373333333333;46,033;57,4776666666667;2131;2143;34,4930608041207;38,410813215256;2078;2210;2077;2227;-12;28,6724676056805;30,4287990377017;30,6001484457038;5232,52233333333
"460";2024;"Maranhão";"Nordeste";2167;130;1478;40143;3341,14233333333;7010960;NA;NA;5573;0,056069932240211;0,398236590742101;0,00338798944809393;83,202;51,5336666666667;64,8576666666667;2302;2315;36,6663142510371;41,5230397189085;2243;2386;2244;2404;-13;30,9087485879252;32,8343051450871;33,0197291098509;5656,14233333333
"461";1979;"Mato Grosso";"Centro_Oeste";10;8;826;3158;382,002;1184727;NA;NA;396;0,00471495927989713;0,0282776349614396;0,00385769395627947;3,565;0,203;3,998;14;18;5,50256928681976;5,78836759370031;10;29;11;34;-4;0,844076314627758;1,18170684047886;1,51933736632996;400,002
"462";1980;"Mato Grosso";"Centro_Oeste";38;7;801;3264;382,553666666667;1134479;NA;NA;424;0,0158279220779221;0,0933014354066986;0,00324675324675325;12,2646666666667;0,647333333333333;3,44633333333333;51;54;10,6281344434124;10,746998572909;39;78;41;81;-3;3,34955517025877;4,49545562324203;4,7598941893151;436,553666666667
"463";1981;"Mato Grosso";"Centro_Oeste";77;7;941;3687;512,496;1219087;NA;NA;593;0,028394612304332;0,132879045996593;0,00291226792864944;26,375;0,932333333333333;3,504;104;107;16,3892164250531;16,4423581859245;82;144;84;146;-3;6,31620220706151;8,53097440953763;8,77706020981275;619,496
"464";1982;"Mato Grosso";"Centro_Oeste";65;6;926;3857;542,010666666667;1305216;NA;NA;610;0,0225102319236016;0,109090909090909;0,00238744884038199;20,9096666666667;0,644;2,98933333333333;87;89;15,0214624676531;15,0764241512501;67;124;70;126;-2;4,98001863293125;6,66556340100029;6,81879474355202;631,010666666667
"465";1983;"Mato Grosso";"Centro_Oeste";143;9;1011;4835;725,478666666667;1391947;NA;NA;873;0,0376470588235294;0,166473988439306;0,00261437908496732;37,8593333333333;1,499;4,52133333333333;182;185;20,0106656428194;20,113708757517;153;230;156;232;-3;10,2733796617256;13,0752104785599;13,2907359260087;910,478666666667
"466";1984;"Mato Grosso";"Centro_Oeste";194;8;1187;5599;824,987666666667;1480258;NA;NA;1023;0,04418762746431;0,191929133858268;0,00203942895989123;52,3973333333333;1,521;4,01233333333333;248;250;24,9536214799351;24,9866888181472;211;305;213;307;-2;13,1058234442915;16,7538361555891;16,888947737489;1074,98766666667
"467";1985;"Mato Grosso";"Centro_Oeste";270;11;1125;6088;1015,49833333333;1567806;NA;NA;1291;0,0545930701047542;0,211553473848556;0,0024174053182917;61,1056666666667;2,335;5,50166666666667;333;337;26,2775693277013;26,2339834346821;292;393;295;395;-4;17,2215184786893;21,2398727903835;21,4950063974752;1352,49833333333
"468";1986;"Mato Grosso";"Centro_Oeste";357;10;1108;6490;1197,02666666667;1652299;NA;NA;1559;0,0665056659855099;0,230967741935484;0,00204347018391232;73,9596666666667;2,28666666666667;4,97333333333333;433;436;28,4180256401223;28,4308743423757;387;497;390;500;-3;21,6062589156079;26,2059106735524;26,3874758745239;1633,02666666667
"469";1987;"Mato Grosso";"Centro_Oeste";382;5;1091;6810;1168,51833333333;1735491;NA;NA;1553;0,066958041958042;0,247256294383473;0,00104895104895105;72,365;1,236;2,48166666666667;456;457;28,6901523281689;28,795593718972;410;523;411;526;-1;22,0110619991691;26,2749850042438;26,3326055853934;1625,51833333333
"470";1988;"Mato Grosso";"Centro_Oeste";377;93;1215;7162;1106,141;1817347;NA;NA;1530;0,0635507733691997;0,262865090403338;0,015803631472764;77,731;24,2823333333333;46,859;479;502;31,0393240170277;33,7716361434059;429;547;443;574;-23;20,7445248485842;26,3571018633205;27,6226829548787;1608,141
"471";1989;"Mato Grosso";"Centro_Oeste";471;38;1152;6870;1164,88533333333;1897916;NA;NA;1655;0,082531911173282;0,291718170580964;0,00681937401643644;95,0583333333333;11,0636666666667;19,1146666666667;577;585;32,2901429816891;32,8608837915414;523;648;530;657;-8;24,8166936787508;30,4017669907414;30,8232819576841;1749,88533333333
"472";1990;"Mato Grosso";"Centro_Oeste";415;4;1055;6479;1043,972;1975816;NA;NA;1461;0,0766820276497696;0,285322359396433;0,000921658986175115;79,9896666666667;1,12366666666667;2,028;496;497;28,9488140257948;28,9625786986791;449;558;450;560;-1;21,0039801277042;25,1035521526296;25,1541641529373;1540,972
"473";1991;"Mato Grosso";"Centro_Oeste";452;4;1350;7151;1046,98066666667;2055048;NA;NA;1501;0,078076525336091;0,302403204272363;0,000861771802826612;105,831333333333;1,19333333333333;2,01933333333333;559;560;37,4865549963013;37,5456023653177;498;641;499;642;-1;21,9946200770006;27,2013111129278;27,2499717768149;1606,98066666667
"474";1992;"Mato Grosso";"Centro_Oeste";355;5;1448;7385;1172,47;2107140;NA;NA;1530;0,0599528460761199;0,233289646133683;0,00101044122600202;87,0756666666667;1,16433333333333;2,53;443;445;35,7433013938488;35,7380829286168;387;525;388;526;-2;16,84748047116;21,0237573203489;21,118672703285;1617,47
"475";1993;"Mato Grosso";"Centro_Oeste";356;5;1540;7715;1280,539;2158938;NA;NA;1639;0,0578044041450777;0,218348623853211;0,000971502590673575;88,634;1,086;2,461;446;447;36,617407675152;36,6311605372726;388;534;389;535;-1;16,4895888626723;20,6583051481793;20,7046242180183;1727,539
"476";1994;"Mato Grosso";"Centro_Oeste";316;363;1516;7993;1158,81233333333;2210877;NA;NA;1656;0,048934856437172;0,244976816074189;0,0561901821549861;78,4756666666667;89,2136666666667;181,187666666667;484;576;39,5584939598356;66,4659654540839;419;574;452;710;-92;14,2929706175423;21,8917651230711;26,0530097332416;1734,81233333333
"477";1995;"Mato Grosso";"Centro_Oeste";583;42;1367;8977;1256,04333333333;2262788;NA;NA;1860;0,0767310471685718;0,321055525013744;0,00564971751412429;106,423333333333;13,4806666666667;20,9566666666667;703;710;38,5775088887816;39,1753047403655;640;789;648;799;-7;25,7646761428821;31,0678684879008;31,3772213746935;1966,04333333333
"478";1996;"Mato Grosso";"Centro_Oeste";660;45;694;8399;1199,65566666667;2314787;NA;NA;1882;0,0857773163768492;0,359630032644178;0,00596937451336621;59,998;16,243;22,3443333333333;736;742;21,0363596773814;21,9048339065082;701;784;704;789;-6;28,5123426043087;31,795582055714;32,0547851702986;1941,65566666667
